DTO id,UniP id,Category
DTO_00117522,Q92570, nr_protein
DTO_00117512,Q92731, nr_protein
DTO_00117509,P24468, nr_protein
DTO_00117523,Q13285, nr_protein
DTO_00117513,P11474, nr_protein
DTO_02300055,Q96RI1, gpcr_protein
DTO_00117524,O00482, nr_protein
DTO_00117493,Q96RI1, nr_protein
DTO_00117514,O95718, nr_protein
DTO_00117494,Q13133, nr_protein
DTO_00117525,Q15406, nr_protein
DTO_00117515,P62508, nr_protein
DTO_00117495,P55055, nr_protein
DTO_00117516,P10275, nr_protein
DTO_00117480,P10827, nr_protein
DTO_00117496,P11473, nr_protein
DTO_00117517,P04150, nr_protein
DTO_00117497,O75469, nr_protein
DTO_00117489,Q14995, nr_protein
DTO_00117498,Q14994, nr_protein
DTO_00117500,Q14541, nr_protein
DTO_02400055,Q96RI1, gpcr_gene
DTO_00117501,P19793, nr_protein
DTO_00117499,P41235, nr_protein
DTO_00117481,P10828, nr_protein
DTO_00117502,P28702, nr_protein
DTO_00117518,P08235, nr_protein
DTO_00117482,P10276, nr_protein
DTO_00117503,P48443, nr_protein
DTO_00117519,P06401, nr_protein
DTO_00117483,P10826, nr_protein
DTO_00117504,P13056, nr_protein
DTO_00117484,P13631, nr_protein
DTO_00117505,P49116, nr_protein
DTO_00117485,Q07869, nr_protein
DTO_00117520,P22736, nr_protein
DTO_00117486,Q03181, nr_protein
DTO_00117478,P51843, nr_protein
DTO_00117490,P35398, nr_protein
DTO_00117521,P43354, nr_protein
DTO_00117487,P37231, nr_protein
DTO_00117479,Q15466, nr_protein
DTO_00117491,Q92753, nr_protein
DTO_00117488,P20393, nr_protein
DTO_00117506,Q9Y466, nr_protein
DTO_00117492,P51449, nr_protein
DTO_00117510,P10588, nr_protein
DTO_00117507,Q9Y5X4, nr_protein
DTO_00117511,P03372, nr_protein
DTO_00117508,P10589, nr_protein
DTO_01100243,Q6PIU1, ic_protein
DTO_01100196,P15382, ic_protein
DTO_01100331,Q96QT4, ic_protein
DTO_01100284,P21817, ic_protein
DTO_01100235,P56696, ic_protein
DTO_01100330,Q9NZQ8, ic_protein
DTO_01100225,Q96T55, ic_protein
DTO_01100313,Q6UXY8, ic_protein
DTO_01100283,O00168, ic_protein
DTO_01100234,O43525, ic_protein
DTO_01100275,Q9H5I5, ic_protein
DTO_01100322,Q9UBN4, ic_protein
DTO_01100176,Q16558, ic_protein
DTO_01100226,Q96T54, ic_protein
DTO_01100314,Q7Z403, ic_protein
DTO_01100312,Q7Z404, ic_protein
DTO_01100241,Q6UVM3, ic_protein
DTO_01100309,Q8TDI8, ic_protein
DTO_01100233,O43526, ic_protein
DTO_01100274,Q92508, ic_protein
DTO_01100321,Q13507, ic_protein
DTO_01100175,Q12791, ic_protein
DTO_01100242,A8MYU2, ic_protein
DTO_01100269,O15547, ic_protein
DTO_01100311,Q7Z5M5, ic_protein
DTO_01100281,Q9NTG1, ic_protein
DTO_01100308,Q9NVV0, ic_protein
DTO_01100232,P51787, ic_protein
DTO_01100320,P48995, ic_protein
DTO_01100273,Q96QZ0, ic_protein
DTO_01100174,Q6PIL6, ic_protein
DTO_01100339,Q9H313, ic_protein
DTO_01100310,Q8TDI7, ic_protein
DTO_01100299,Q9UQD0, ic_protein
DTO_01100231,O15554, ic_protein
DTO_01100307,Q9H6F2, ic_protein
DTO_01100209,Q8NCM2, ic_protein
DTO_01100272,Q96RD6, ic_protein
DTO_01100338,Q9H1D0, ic_protein
DTO_01100298,Q01118, ic_protein
DTO_01100230,Q9UGI6, ic_protein
DTO_01100306,P51170, ic_protein
DTO_01100271,Q96RD7, ic_protein
DTO_01100249,Q9GZU1, ic_protein
DTO_01100195,Q9UK17, ic_protein
DTO_01100337,Q9NQA5, ic_protein
DTO_01100268,Q93086, ic_protein
DTO_01100266,P56373, ic_protein
DTO_01100189,P48547, ic_protein
DTO_01100297,Q14524, ic_protein
DTO_01100270,Q99572, ic_protein
DTO_01100200,Q9H3M0, ic_protein
DTO_01100194,Q9NZV8, ic_protein
DTO_01100267,Q99571, ic_protein
DTO_01100336,Q9HBA0, ic_protein
DTO_01100296,Q8IWT1, ic_protein
DTO_01100193,Q9NSA2, ic_protein
DTO_01100240,Q5JUK3, ic_protein
DTO_01100335,Q8NET8, ic_protein
DTO_01100334,Q9Y5S1, ic_protein
DTO_01100280,Q13563, ic_protein
DTO_01100219,Q9Y2U2, ic_protein
DTO_01100265,Q9UBL9, ic_protein
DTO_01100188,Q92953, ic_protein
DTO_01100187,Q14721, ic_protein
DTO_01100218,Q9Y257, ic_protein
DTO_01100208,Q9UQ05, ic_protein
DTO_01100254,Q8IZF0, ic_protein
DTO_01100342,Q401N2, ic_protein
DTO_01100295,P35499, ic_protein
DTO_01100192,Q03721, ic_protein
DTO_01100340,Q9BSA4, ic_protein
DTO_01100293,Q9NY46, ic_protein
DTO_01100190,Q96PR1, ic_protein
DTO_01100217,O95279, ic_protein
DTO_01100305,P51172, ic_protein
DTO_01100186,Q96RP8, ic_protein
DTO_01100253,Q15049, ic_protein
DTO_01100341,Q9C0H2, ic_protein
DTO_01100207,Q9ULD8, ic_protein
DTO_01100294,Q9NY72, ic_protein
DTO_01100191,Q14003, ic_protein
DTO_01100205,O95259, ic_protein
DTO_01100224,Q9H427, ic_protein
DTO_01100319,O75762, ic_protein
DTO_01100289,P35498, ic_protein
DTO_01100216,Q9NYG8, ic_protein
DTO_01100304,P51168, ic_protein
DTO_01100185,P17658, ic_protein
DTO_01100206,Q12809, ic_protein
DTO_01100212,Q96L42, ic_protein
DTO_01100329,Q8TD43, ic_protein
DTO_01100214,O95069, ic_protein
DTO_01100279,Q9NZM6, ic_protein
DTO_01100302,Q9UI33, ic_protein
DTO_01100204,Q8TDN1, ic_protein
DTO_01100223,Q9HB14, ic_protein
DTO_01100264,P51575, ic_protein
DTO_01100318,Q8NHX9, ic_protein
DTO_01100215,O14649, ic_protein
DTO_01100303,P37088, ic_protein
DTO_01100184,P22460, ic_protein
DTO_01100262,Q9Y5S8, ic_protein
DTO_01100211,Q9NS40, ic_protein
DTO_01100328,Q9HCF6, ic_protein
DTO_01100213,O00180, ic_protein
DTO_01100301,Q9Y5Y9, ic_protein
DTO_01100278,Q9P0L9, ic_protein
DTO_01100203,Q8TAE7, ic_protein
DTO_01100222,Q9HB15, ic_protein
DTO_01100263,Q96PH1, ic_protein
DTO_01100288,Q9BXS9, ic_protein
DTO_01100220,Q9NPC2, ic_protein
DTO_01100239,Q9BQ31, ic_protein
DTO_01100327,O94759, ic_protein
DTO_01100210,Q9H252, ic_protein
DTO_01100251,Q8TDD5, ic_protein
DTO_01100292,O60939, ic_protein
DTO_01100300,Q15858, ic_protein
DTO_01100277,Q7Z443, ic_protein
DTO_01100202,Q9UJ96, ic_protein
DTO_01100221,P57789, ic_protein
DTO_01100229,Q9H2S1, ic_protein
DTO_01100317,Q9ULQ1, ic_protein
DTO_01100199,Q8WWG9, ic_protein
DTO_01100287,Q9H2B4, ic_protein
DTO_01100183,P22459, ic_protein
DTO_01100238,Q9ULS6, ic_protein
DTO_01100326,Q7Z4N2, ic_protein
DTO_01100250,Q8IZK6, ic_protein
DTO_01100291,Q99250, ic_protein
DTO_01100201,Q9UIX4, ic_protein
DTO_01100228,Q92952, ic_protein
DTO_01100316,Q8IU68, ic_protein
DTO_01100198,Q9Y6H6, ic_protein
DTO_01100333,Q8NER1, ic_protein
DTO_01100286,Q15413, ic_protein
DTO_01100182,P22001, ic_protein
DTO_01100237,Q96KK3, ic_protein
DTO_01100325,Q9HCX4, ic_protein
DTO_01100179,Q86W47, ic_protein
DTO_01100290,Q07699, ic_protein
DTO_01100227,Q7Z418, ic_protein
DTO_01100315,Q7Z402, ic_protein
DTO_01100197,Q9Y6J6, ic_protein
DTO_01100244,Q8TDN2, ic_protein
DTO_01100285,Q92736, ic_protein
DTO_01100332,Q7Z2W7, ic_protein
DTO_01100181,P16389, ic_protein
DTO_01100236,Q9NR82, ic_protein
DTO_01100324,Q9Y210, ic_protein
DTO_01100178,Q9NPA1, ic_protein
DTO_01100125,Q9UN88, ic_protein
DTO_01100078,P51798, ic_protein
DTO_01100051,O00305, ic_protein
DTO_01100022,Q5XXA6, ic_protein
DTO_01100142,Q16099, ic_protein
DTO_01100323,Q9UL62, ic_protein
DTO_01100276,Q7Z442, ic_protein
DTO_01100177,Q9Y691, ic_protein
DTO_01100077,P51797, ic_protein
DTO_01100021,P07510, ic_protein
DTO_01100091,Q96D31, ic_protein
DTO_01100062,Q8WXS5, ic_protein
DTO_01100047,Q13698, ic_protein
DTO_01100116,O14764, ic_protein
DTO_01100135,P42263, ic_protein
DTO_01100088,Q8IV77, ic_protein
DTO_01100037,Q7Z3S7, ic_protein
DTO_01100060,Q9BXT2, ic_protein
DTO_01100133,P42261, ic_protein
DTO_01100035,Q9NY47, ic_protein
DTO_01100076,P51795, ic_protein
DTO_01100123,P28476, ic_protein
DTO_01100164,Q92806, ic_protein
DTO_01100020,Q04844, ic_protein
DTO_01100061,P62955, ic_protein
DTO_01100087,Q16281, ic_protein
DTO_01100134,P42262, ic_protein
DTO_01100036,Q8IZS8, ic_protein
DTO_01100124,A8MPY1, ic_protein
DTO_01100132,P0CG08, ic_protein
DTO_01100010,P30532, ic_protein
DTO_01100122,P24046, ic_protein
DTO_01100075,P51793, ic_protein
DTO_01100163,Q15842, ic_protein
DTO_01100159,P48549, ic_protein
DTO_01100162,P48051, ic_protein
DTO_01100006,Q9GZZ6, ic_protein
DTO_01100121,O00591, ic_protein
DTO_01100050,P54284, ic_protein
DTO_01100158,P63252, ic_protein
DTO_01100046,Q9P0X4, ic_protein
DTO_01100005,A5X5Y0, ic_protein
DTO_01100161,P48544, ic_protein
DTO_01100120,Q99928, ic_protein
DTO_01100090,Q9NQW8, ic_protein
DTO_01100149,P78508, ic_protein
DTO_01100157,P48048, ic_protein
DTO_01100086,Q16280, ic_protein
DTO_01100045,O95180, ic_protein
DTO_01100160,P48050, ic_protein
DTO_01100004,Q70Z44, ic_protein
DTO_01100148,Q96D96, ic_protein
DTO_01100034,P54289, ic_protein
DTO_01100156,B7U540, ic_protein
DTO_01100085,P29973, ic_protein
DTO_01100044,O43497, ic_protein
DTO_01100003,Q8WXA8, ic_protein
DTO_01100147,Q9Y3Q4, ic_protein
DTO_01100059,Q9UF02, ic_protein
DTO_01100074,P51790, ic_protein
DTO_01100109,P34903, ic_protein
DTO_01100033,Q8NFU0, ic_protein
DTO_01100084,Q96NY7, ic_protein
DTO_01100131,B7ZAQ6, ic_protein
DTO_01100043,O60840, ic_protein
DTO_01100002,O95264, ic_protein
DTO_01100099,Q8N5C1, ic_protein
DTO_01100146,Q9P1Z3, ic_protein
DTO_01100029,Q9NY37, ic_protein
DTO_01100073,P51788, ic_protein
DTO_01100108,P47869, ic_protein
DTO_01100032,Q8N1M1, ic_protein
DTO_01100171,O43448, ic_protein
DTO_01100130,P48167, ic_protein
DTO_01100083,Q9NZA1, ic_protein
DTO_01100042,Q15878, ic_protein
DTO_01100001,P46098, ic_protein
DTO_01100145,Q9UL51, ic_protein
DTO_01100069,Q96S66, ic_protein
DTO_01100028,Q96FT7, ic_protein
DTO_01100072,P35523, ic_protein
DTO_01100170,Q13303, ic_protein
DTO_01100107,P14867, ic_protein
DTO_01100082,Q9Y696, ic_protein
DTO_01100019,Q07001, ic_protein
DTO_01100041,Q01668, ic_protein
DTO_01100068,Q14CN2, ic_protein
DTO_01100115,P28472, ic_protein
DTO_01100144,O60741, ic_protein
DTO_01100027,Q9UHC3, ic_protein
DTO_01100071,P51801, ic_protein
DTO_01100030,O76090, ic_protein
DTO_01100106,P58550, ic_protein
DTO_01100081,O95833, ic_protein
DTO_01100018,P11230, ic_protein
DTO_01100040,Q13936, ic_protein
DTO_01100155,Q9NPI9, ic_protein
DTO_01100067,Q9Y6N3, ic_protein
DTO_01100009,P43681, ic_protein
DTO_01100114,P47870, ic_protein
DTO_01100026,Q16515, ic_protein
DTO_01100070,P51800, ic_protein
DTO_01100105,P58549, ic_protein
DTO_01100058,Q9UBN1, ic_protein
DTO_01100017,P30926, ic_protein
DTO_01100080,O15247, ic_protein
DTO_01100154,Q99712, ic_protein
DTO_01100066,Q9UQC9, ic_protein
DTO_01100113,P18505, ic_protein
DTO_01100025,P78348, ic_protein
DTO_01100008,P32297, ic_protein
DTO_01100169,Q14722, ic_protein
DTO_01100104,Q9H0Q3, ic_protein
DTO_01100098,Q5JW98, ic_protein
DTO_01100057,O60359, ic_protein
DTO_01100016,Q05901, ic_protein
DTO_01100153,Q9UNX9, ic_protein
DTO_01100112,Q16445, ic_protein
DTO_01100065,A8K7I4, ic_protein
DTO_01100024,Q4KMQ2, ic_protein
DTO_01100007,Q15822, ic_protein
DTO_01100168,Q16322, ic_protein
DTO_01100097,P04839, ic_protein
DTO_01100056,Q9Y698, ic_protein
DTO_01100103,Q96DB9, ic_protein
DTO_01100015,P17787, ic_protein
DTO_01100152,O60928, ic_protein
DTO_01100064,P13569, ic_protein
DTO_01100111,P31644, ic_protein
DTO_01100023,Q9NQ90, ic_protein
DTO_01100096,Q7RTX7, ic_protein
DTO_01100055,Q06432, ic_protein
DTO_01100102,P59646, ic_protein
DTO_01100014,P02708, ic_protein
DTO_01100151,Q14500, ic_protein
DTO_01100063,Q8WXS4, ic_protein
DTO_01100110,P48169, ic_protein
DTO_01100095,Q86XQ3, ic_protein
DTO_01100101,Q14802, ic_protein
DTO_01100054,Q86XJ0, ic_protein
DTO_01100013,Q9UGM1, ic_protein
DTO_01100150,Q14654, ic_protein
DTO_01100119,P18507, ic_protein
DTO_01100094,Q96P56, ic_protein
DTO_01100053,Q9HA72, ic_protein
DTO_01100100,Q5R3K3, ic_protein
DTO_01100012,P36544, ic_protein
DTO_01100129,Q5JXX5, ic_protein
DTO_01100127,P23416, ic_protein
DTO_01100039,Q00975, ic_protein
DTO_01100049,Q08289, ic_protein
DTO_01100118,Q8N1C3, ic_protein
DTO_01100093,Q8NEC5, ic_protein
DTO_01100052,Q8IU99, ic_protein
DTO_01100128,O75311, ic_protein
DTO_01100011,Q15825, ic_protein
DTO_01100079,O00299, ic_protein
DTO_01100126,P23415, ic_protein
DTO_01100038,O00555, ic_protein
DTO_01100089,Q14028, ic_protein
DTO_01100136,P48058, ic_protein
DTO_01100141,Q13003, ic_protein
DTO_02100035,P13945, gpcr_protein
DTO_01100245,Q2I0M4, ic_protein
DTO_01100246,Q5VT99, ic_protein
DTO_03390992,Q9BRS2, kinase_protein
DTO_02100235,Q9BXB1, gpcr_protein
DTO_02100400,Q9H344, gpcr_protein
DTO_01100173,Q9NS61, ic_protein
DTO_01100172,Q9NZI2, ic_protein
DTO_01100092,Q9Y2W7, ic_protein
DTO_01100248,Q6ZSA7, ic_protein
DTO_02100147,Q7Z601, gpcr_protein
DTO_01100247,Q8N7C0, ic_protein
DTO_03390991,O14730, kinase_protein
DTO_02100611,Q8NGJ0, gpcr_protein
DTO_02302010,Q8TDU5, gpcr_protein
DTO_02302009,Q99463, gpcr_protein
DTO_02100652,Q6IFH4, gpcr_protein
DTO_01100282,Q9Y342, ic_protein
DTO_02100156,Q6NV75, gpcr_protein
DTO_02100090,Q9UHX3, gpcr_protein
DTO_02100203,Q9BZJ8, gpcr_protein
DTO_02300028,P30988, gpcr_protein
DTO_02100027,P35348, gpcr_protein
DTO_02100107,Q13467, gpcr_protein
DTO_02100065,Q9HCU4, gpcr_protein
DTO_02100148,P51810, gpcr_protein
DTO_02100236,O75473, gpcr_protein
DTO_02100165,Q9BXC1, gpcr_protein
DTO_02100019,P25106, gpcr_protein
DTO_02100050,P41180, gpcr_protein
DTO_02100204,Q9BZJ7, gpcr_protein
DTO_02100157,Q8NFN8, gpcr_protein
DTO_02100028,P35368, gpcr_protein
DTO_02100091,Q9BY15, gpcr_protein
DTO_02100108,O60353, gpcr_protein
DTO_02100149,Q7Z7M1, gpcr_protein
DTO_02100001,P08908, gpcr_protein
DTO_02100237,Q9HBX8, gpcr_protein
DTO_02100166,Q14439, gpcr_protein
DTO_02100066,Q9NYQ7, gpcr_protein
DTO_02100010,P47898, gpcr_protein
DTO_02100117,O60755, gpcr_protein
DTO_02100180,Q14330, gpcr_protein
DTO_02100205,Q9BZJ6, gpcr_protein
DTO_02100051,P32238, gpcr_protein
DTO_02100029,P25100, gpcr_protein
DTO_02100158,Q5UAW9, gpcr_protein
DTO_02100170,Q8TDU6, gpcr_protein
DTO_02100109,O75084, gpcr_protein
DTO_02100002,P28222, gpcr_protein
DTO_02100167,Q6PRD1, gpcr_protein
DTO_02100067,Q9Y271, gpcr_protein
DTO_02100121,P48546, gpcr_protein
DTO_02100140,Q86SQ4, gpcr_protein
DTO_02100181,Q15760, gpcr_protein
DTO_02100011,P50406, gpcr_protein
DTO_02100118,P32239, gpcr_protein
DTO_02100130,Q8IZF7, gpcr_protein
DTO_02100076,P25025, gpcr_protein
DTO_02100206,Q8IZP9, gpcr_protein
DTO_02100159,Q5T848, gpcr_protein
DTO_02100171,Q8NGA4, gpcr_protein
DTO_02100003,P28221, gpcr_protein
DTO_02100197,O15529, gpcr_protein
DTO_02100168,O15218, gpcr_protein
DTO_02100220,Q14832, gpcr_protein
DTO_02100068,Q9NS75, gpcr_protein
DTO_02100122,P43220, gpcr_protein
DTO_02100141,Q96K78, gpcr_protein
DTO_02100210,Q96P67, gpcr_protein
DTO_02100182,P46091, gpcr_protein
DTO_02100080,O00574, gpcr_protein
DTO_02100119,Q02643, gpcr_protein
DTO_02100131,Q8IZF6, gpcr_protein
DTO_02100207,P46095, gpcr_protein
DTO_02100077,P49682, gpcr_protein
DTO_02100172,Q9NZH0, gpcr_protein
DTO_02100133,Q8IZF4, gpcr_protein
DTO_02100221,Q14833, gpcr_protein
DTO_02100004,P28566, gpcr_protein
DTO_02100069,Q99788, gpcr_protein
DTO_02100198,Q9Y5Y3, gpcr_protein
DTO_02100123,O95838, gpcr_protein
DTO_02100211,Q9NYM4, gpcr_protein
DTO_02100142,Q9UNW8, gpcr_protein
DTO_02100040,O60241, gpcr_protein
DTO_02100081,P21728, gpcr_protein
DTO_02400024,P35414, gpcr_gene
DTO_02100183,Q99678, gpcr_protein
DTO_02100208,O95800, gpcr_protein
DTO_02100132,Q8IZF5, gpcr_protein
DTO_02100078,P61073, gpcr_protein
DTO_02100134,Q8IZF3, gpcr_protein
DTO_02100222,P41594, gpcr_protein
DTO_02100005,P30939, gpcr_protein
DTO_02300047,P47871, gpcr_protein
DTO_02100199,P46093, gpcr_protein
DTO_02100124,P47871, gpcr_protein
DTO_02100092,Q86SQ3, gpcr_protein
DTO_02100212,Q9NQS5, gpcr_protein
DTO_02100041,O60242, gpcr_protein
DTO_02100082,P14416, gpcr_protein
DTO_02100143,Q6QNK2, gpcr_protein
DTO_02100238,Q92633, gpcr_protein
DTO_02100184,Q99679, gpcr_protein
DTO_02100209,Q96P69, gpcr_protein
DTO_02100079,P32302, gpcr_protein
DTO_02100135,Q8IZF2, gpcr_protein
DTO_02100223,O15303, gpcr_protein
DTO_02100006,P28223, gpcr_protein
DTO_02100052,P46092, gpcr_protein
DTO_02100093,O60883, gpcr_protein
DTO_02100042,P46663, gpcr_protein
DTO_02100125,P30968, gpcr_protein
DTO_02100083,P35462, gpcr_protein
DTO_02100213,P60893, gpcr_protein
DTO_02100144,Q8IZ08, gpcr_protein
DTO_02100239,Q9HBW0, gpcr_protein
DTO_02100007,P41595, gpcr_protein
DTO_02100053,P32246, gpcr_protein
DTO_02100136,Q8TDV5, gpcr_protein
DTO_02100094,O14842, gpcr_protein
DTO_02100224,Q14831, gpcr_protein
DTO_02100043,P30411, gpcr_protein
DTO_02100126,Q96P88, gpcr_protein
DTO_02100084,P21917, gpcr_protein
DTO_02100054,P41597, gpcr_protein
DTO_02100137,Q86SQ6, gpcr_protein
DTO_02100225,O00222, gpcr_protein
DTO_02100127,Q96P66, gpcr_protein
DTO_02100095,O15552, gpcr_protein
DTO_02100173,Q9NQ84, gpcr_protein
DTO_02100044,P32247, gpcr_protein
DTO_02100085,P21918, gpcr_protein
DTO_02100100,P25089, gpcr_protein
DTO_02100036,P30556, gpcr_protein
DTO_02100138,Q96PE1, gpcr_protein
DTO_02100055,P51677, gpcr_protein
DTO_02100128,Q5VW38, gpcr_protein
DTO_02100096,O14843, gpcr_protein
DTO_02100174,Q9NZD1, gpcr_protein
DTO_02100045,Q16581, gpcr_protein
DTO_02100086,P25101, gpcr_protein
DTO_02100101,P23945, gpcr_protein
DTO_02100139,Q8IWK6, gpcr_protein
DTO_02100185,Q99680, gpcr_protein
DTO_02100037,P50052, gpcr_protein
DTO_02100056,P51679, gpcr_protein
DTO_02100097,Q5NUL3, gpcr_protein
DTO_02100110,Q9H461, gpcr_protein
DTO_02100175,Q5T6X5, gpcr_protein
DTO_02100046,P21730, gpcr_protein
DTO_02100087,P24530, gpcr_protein
DTO_02100102,Q9ULW2, gpcr_protein
DTO_02100160,Q9UJ42, gpcr_protein
DTO_02100048,P30988, gpcr_protein
DTO_02100060,P51685, gpcr_protein
DTO_02100214,Q9BY21, gpcr_protein
DTO_02100186,O00155, gpcr_protein
DTO_02100038,P35414, gpcr_protein
DTO_02100057,P51681, gpcr_protein
DTO_02100098,P21462, gpcr_protein
DTO_02100111,O00144, gpcr_protein
DTO_02300024,P35414, gpcr_protein
DTO_02100047,Q9P296, gpcr_protein
DTO_02100176,Q99527, gpcr_protein
DTO_02100120,Q92847, gpcr_protein
DTO_02100008,P28335, gpcr_protein
DTO_02100020,Q9NPB9, gpcr_protein
DTO_02100103,Q9UP38, gpcr_protein
DTO_02100049,Q16602, gpcr_protein
DTO_02100061,P51686, gpcr_protein
DTO_02100190,O75388, gpcr_protein
DTO_02100215,Q9GZN0, gpcr_protein
DTO_02100039,O14514, gpcr_protein
DTO_02100058,P51684, gpcr_protein
DTO_02400028,P30988, gpcr_gene
DTO_02100187,Q8NDV2, gpcr_protein
DTO_02100112,Q96N19, gpcr_protein
DTO_02100200,Q9Y2T5, gpcr_protein
DTO_02100012,P34969, gpcr_protein
DTO_02100099,P25090, gpcr_protein
DTO_02100177,P47775, gpcr_protein
DTO_02100070,P21554, gpcr_protein
DTO_02100226,P30550, gpcr_protein
DTO_02100009,Q13639, gpcr_protein
DTO_02100021,P11229, gpcr_protein
DTO_02100104,Q14332, gpcr_protein
DTO_02100150,Q96CH1, gpcr_protein
DTO_02100191,Q49SQ1, gpcr_protein
DTO_02100216,Q86Y34, gpcr_protein
DTO_02100062,O00421, gpcr_protein
DTO_02100169,P32249, gpcr_protein
DTO_02100188,Q9NS67, gpcr_protein
DTO_02100113,Q9UBS5, gpcr_protein
DTO_02100230,P35367, gpcr_protein
DTO_02100013,P30542, gpcr_protein
DTO_02100201,Q9Y2T6, gpcr_protein
DTO_02100059,P32248, gpcr_protein
DTO_02100178,P49685, gpcr_protein
DTO_02100030,P08913, gpcr_protein
DTO_02100071,P34972, gpcr_protein
DTO_02100227,Q9BXC0, gpcr_protein
DTO_02100151,Q8TDV2, gpcr_protein
DTO_02100192,Q9UPC5, gpcr_protein
DTO_02100022,P08172, gpcr_protein
DTO_02100063,P48960, gpcr_protein
DTO_02100129,Q5T601, gpcr_protein
DTO_02100217,Q8WXG9, gpcr_protein
DTO_02100014,P29274, gpcr_protein
DTO_02100031,P18089, gpcr_protein
DTO_02100114,O75899, gpcr_protein
DTO_02100179,Q13304, gpcr_protein
DTO_02100231,P25021, gpcr_protein
DTO_02100072,P34998, gpcr_protein
DTO_02100152,Q86SP6, gpcr_protein
DTO_02100228,Q8TDS4, gpcr_protein
DTO_02100240,Q9UBY5, gpcr_protein
DTO_02100193,Q9HC97, gpcr_protein
DTO_02100023,P20309, gpcr_protein
DTO_02100218,Q13255, gpcr_protein
DTO_02100032,P18825, gpcr_protein
DTO_02100115,P47211, gpcr_protein
DTO_02100232,Q9Y5N1, gpcr_protein
DTO_02100161,Q8N6U8, gpcr_protein
DTO_02100015,P29275, gpcr_protein
DTO_02100073,Q13324, gpcr_protein
DTO_02100153,Q8NGU9, gpcr_protein
DTO_02100229,P49019, gpcr_protein
DTO_02100241,Q99677, gpcr_protein
DTO_02100024,P08173, gpcr_protein
DTO_02100194,O15354, gpcr_protein
DTO_02100219,Q14416, gpcr_protein
DTO_02100089,Q14246, gpcr_protein
DTO_02100145,Q6DWJ6, gpcr_protein
DTO_02100116,O43603, gpcr_protein
DTO_02100233,Q9H3N8, gpcr_protein
DTO_02100162,Q16538, gpcr_protein
DTO_02100016,P0DMS8, gpcr_protein
DTO_02100033,P08588, gpcr_protein
DTO_02100074,P49238, gpcr_protein
DTO_02100154,Q8TDV0, gpcr_protein
DTO_02100025,P08912, gpcr_protein
DTO_02100195,O43194, gpcr_protein
DTO_02100242,Q9H1C0, gpcr_protein
DTO_02100105,Q9NPG1, gpcr_protein
DTO_02100146,Q7Z602, gpcr_protein
DTO_02100234,Q969F8, gpcr_protein
DTO_02100163,O14626, gpcr_protein
DTO_02100017,Q16570, gpcr_protein
DTO_02100034,P07550, gpcr_protein
DTO_02100075,P25024, gpcr_protein
DTO_02400047,P47871, gpcr_gene
DTO_02100155,Q8TDT2, gpcr_protein
DTO_02100196,P46089, gpcr_protein
DTO_02100202,Q9Y653, gpcr_protein
DTO_02100026,Q01718, gpcr_protein
DTO_02100106,Q9ULV1, gpcr_protein
DTO_02100164,Q9NS66, gpcr_protein
DTO_02100018,O00590, gpcr_protein
DTO_02100064,Q9NYQ6, gpcr_protein
DTO_02100353,Q8NHC7, gpcr_protein
DTO_02100441,P0C7T3, gpcr_protein
DTO_02100293,Q8NGE5, gpcr_protein
DTO_02100343,Q8NGS8, gpcr_protein
DTO_02100431,Q8NGI0, gpcr_protein
DTO_02100362,Q9H205, gpcr_protein
DTO_02100244,O94910, gpcr_protein
DTO_02100416,Q8NGJ4, gpcr_protein
DTO_02100457,A6NJZ3, gpcr_protein
DTO_02100354,A6ND48, gpcr_protein
DTO_02100401,Q9H342, gpcr_protein
DTO_02100442,Q8NGI3, gpcr_protein
DTO_02100282,P49146, gpcr_protein
DTO_02100307,Q9Y4A9, gpcr_protein
DTO_02100253,P32245, gpcr_protein
DTO_02100309,O60404, gpcr_protein
DTO_02100344,Q8NGS7, gpcr_protein
DTO_02100245,O95490, gpcr_protein
DTO_02100417,Q8NGH9, gpcr_protein
DTO_02100458,A6NDL8, gpcr_protein
DTO_02100419,Q96RD3, gpcr_protein
DTO_02100402,Q8NGJ5, gpcr_protein
DTO_02100355,Q9UGF5, gpcr_protein
DTO_02100443,Q8NGI1, gpcr_protein
DTO_02100283,P50391, gpcr_protein
DTO_02100308,O60403, gpcr_protein
DTO_02100391,Q8NGF3, gpcr_protein
DTO_02100345,Q8NGT0, gpcr_protein
DTO_02100418,Q8NH55, gpcr_protein
DTO_02100246,Q9HAR2, gpcr_protein
DTO_02100319,Q8NGE3, gpcr_protein
DTO_02100459,A6NIJ9, gpcr_protein
DTO_02100403,Q9H341, gpcr_protein
DTO_02100284,Q15761, gpcr_protein
DTO_02100356,Q8NGZ2, gpcr_protein
DTO_02100468,P41143, gpcr_protein
DTO_02300070,Q6W5P4, gpcr_protein
DTO_02100346,Q8NGV5, gpcr_protein
DTO_02100392,Q8TCB6, gpcr_protein
DTO_02100480,Q15619, gpcr_protein
DTO_02100323,Q8NGX3, gpcr_protein
DTO_02100247,P22888, gpcr_protein
DTO_02100472,P03999, gpcr_protein
DTO_02100357,Q8NHC6, gpcr_protein
DTO_02100428,Q8NGH6, gpcr_protein
DTO_02100469,P41145, gpcr_protein
DTO_02100393,Q9H255, gpcr_protein
DTO_02100481,P34982, gpcr_protein
DTO_02400064,O43193, gpcr_gene
DTO_02100248,Q15722, gpcr_protein
