#virProtID	NCBI_ID
3131	AFX81324.1
3132	AFX81324.1
3133	CBD35701.2
3134	CBD35696.1
3135	CBD35694.2
3136	CBD35695.2
3137	CCC33093.1
3138	CBD35698.2
3139	CBD35700.2
3140	CBD35697.1
3141	ABC79058.1
3142	ABC79061.1
3143	ABC79063.1
3144	ABC79059.1
3145	ABC79062.1
3146	ABC79057.1
3147	ABC79064.1
3148	ABC79060.1
3149	CAA28665.1
3150	CAA28666.1
3151	CAA28669.1
3152	CAA28671.1
3153	CAA28668.1
3154	CAA28667.1
3155	CAA28670.1
3156	CAA28664.1
3157	AGU90504.1
3158	AGU90507.1
3159	AGU90510.1
3160	AGU90508.1
3161	AGU90506.1
3162	AGU90509.1
3163	AGU90505.1
3164	AGU90503.1
3165	NP_041371.1
3166	NP_041367.1
3167	NP_041365.1
3168	NP_041372.1
3169	NP_041368.1
3170	NP_041370.1
3171	NP_041366.1
3172	NP_041369.1
3173	CAA54856.1
3174	CAA54855.1
3175	CAA54852.1
3176	CAA54853.1
3177	CAA54849.1
3178	CAA54850.1
3179	CAA54851.1
3180	CAA54854.1
3181	BAA66112.1
3182	BAA66114.1
3183	BAA66111.1
3184	BAA66110.1
3185	BAA66113.1
3186	BAA66109.1
3187	BAA28859.1
3188	BAA66115.1
3189	ACL12353.1
3190	ACL12356.1
3191	ACL12357.1
3192	ACL12354.1
3193	ACL12351.1
3194	ACL12352.1
3195	ACL12355.1
3196	ACL12358.1
3197	AAZ39494.1
3198	AAZ39491.1
3199	AAZ39497.1
3200	AAZ39496.1
3201	AAZ39495.1
3202	AAZ39492.1
3203	AAZ39498.1
3204	AAZ39493.1
3205	CBY85067.1
3206	CBY85069.1
3207	CBY85071.1
3208	CBY85070.1
3209	CBY85072.1
3210	CBY85074.1
3211	CBY85073.1
3212	CBY85068.1
3213	BAA90731.1
3214	BAA90727.1
3215	BAA90730.1
3216	BAA90733.1
3217	BAA90734.1
3218	BAA90729.1
3219	BAA90728.1
3220	BAA90732.1
3221	BAA90740.1
3222	BAA90735.1
3223	BAA90741.1
3224	BAA90738.1
3225	BAA90737.1
3226	BAA90742.1
3227	BAA90739.1
3228	BAA90736.1
3229	CAF05710.1
3230	CAF05714.1
3231	CAF05716.1
3232	CAF05709.1
3233	CAF05711.1
3234	CAF05712.1
3235	CAF05715.1
3236	CAF05713.1
3237	AAZ39506.1
3238	AAZ39504.1
3239	AAZ39501.1
3240	AAZ39499.1
3241	AAZ39505.1
3242	AAZ39500.1
3243	AAZ39503.1
3244	AAZ39502.1
3245	NP_067150.1
3246	NP_067153.2
3247	NP_599250.1
3248	NP_067148.1
3249	NP_599251.1
3250	NP_067149.1
3251	NP_067151.1
3252	NP_067152.1
3253	YP_138517.1
3254	YP_138512.1
3255	YP_138518.1
3256	YP_138513.1
3257	YP_138515.1
3258	YP_138514.1
3259	YP_138511.1
3260	YP_138516.1
3261	YP_009126687.1
3262	YP_009126691.1
3263	YP_009126689.1
3264	YP_009126686.1
3265	YP_009126690.1
3266	YP_009126692.1
3267	YP_009126693.1
3268	YP_009126688.1
3269	YP_009126696.1
3270	YP_009126701.1
3271	YP_009126700.1
3272	YP_009126695.1
3273	YP_009126699.1
3274	YP_009126697.1
3275	YP_009126698.1
3276	YP_009126694.1
3277	YP_680423.1
3278	YP_680422.1
3279	YP_680425.1
3280	YP_680426.1
3281	YP_009110690.1
3282	YP_680428.1
3283	YP_680427.1
3284	YP_680424.1
3285	YP_004030758.1
3286	YP_003815435.1
3287	YP_003815440.1
3288	YP_003815437.1
3289	YP_003815434.1
3290	YP_003815432.1
3291	YP_003815433.1
3292	YP_003815436.1
3293	YP_003815439.1
3294	YP_003815438.1
3295	AAD14590.1
3296	AAD14584.1
3297	AAD14582.1
3298	AAD14589.1
3299	AAD14586.1
3300	AAD14585.1
3301	AAD14587.1
3302	AAD14588.1
3303	AAD14583.1
3304	NP_690583.1
3305	NP_690586.1
3306	NP_690585.1
3307	NP_690582.1
3308	NP_690584.1
3309	NP_690580.1
3310	NP_690587.1
3311	NP_690581.1
3312	YP_009246340.1
3313	YP_009246341.1
3314	YP_138525.1
3315	YP_138521.1
3316	YP_138520.1
3317	YP_138527.1
3318	YP_138524.1
3319	YP_138526.1
3320	YP_138523.1
3321	YP_138522.1
3322	YP_003815426.1
3323	YP_003815430.1
3324	YP_003815429.1
3325	YP_003815423.1
3326	YP_003815428.1
3327	YP_003815424.1
3328	YP_003815427.1
3329	YP_003815425.1
3330	YP_003815431.1
3331	NP_066251.1
3332	NP_066249.1
3333	NP_066246.1
3334	NP_066248.1
3335	NP_066244.1
3336	NP_066250.1
3337	NP_066247.1
3338	NP_066243.1
3339	NP_066245.1
3340	BAJ51640.1
3341	BAJ51643.1
3342	BAJ51609.1
3343	BAJ51641.1
3344	BAJ51611.1
3345	BAJ51642.1
3346	BAJ51638.1
3347	BAJ51608.1
3348	BAJ51610.1
3349	AAC97207.1
3350	AAC97207.1
3351	AAC97207.1
3352	AAC97206.1
3353	AAC97206.1
3354	AAC97206.1
3355	AAC97207.1
3356	AAC97207.1
3357	AAC97206.1
3358	AGE13501.1
3359	AGE13504.1
3360	AGE13500.1
3361	AGE13508.1
3362	AGE13503.1
3363	AGE13502.1
3364	AGE13507.1
3365	AGE13506.1
3366	AGE13505.1
3367	NP_056840.1
3368	NP_056842.1
3369	NP_056844.1
3370	NP_056839.1
3371	NP_056843.1
3372	NP_056845.1
3373	NP_056841.1
3374	NP_056837.1
3375	NP_663784.1
3376	YP_089657.1
3377	YP_089656.1
3378	YP_002302329.1
3379	YP_089653.1
3380	YP_089654.1
3381	YP_089652.1
3382	YP_089655.1
3383	YP_089658.1
3384	YP_002302328.1
3385	YP_012605.1
3386	YP_012607.1
3387	YP_012609.1
3388	YP_012610.1
3389	YP_012608.1
3390	YP_012612.1
3391	YP_012606.1
3392	YP_012613.1
3393	YP_012611.1
3394	AIT55299.1
3395	AIT55298.1
3396	AIT55302.1
3397	AIT55301.1
3398	AIT55300.1
3399	AIT55303.1
3400	AIT55295.1
3401	AIT55297.1
3402	AIT55296.1
3403	AAK83224.1
3404	AAK83228.1
3405	AAK83222.1
3406	AAK83229.1
3407	AAK83230.1
3408	AAK83225.1
3409	AAK83226.1
3410	AAK83223.1
3411	AAK83227.1
3412	NP_112023.1
3413	NP_112021.1
3414	NP_112022.1
3415	YP_007188592.1
3416	NP_112027.1
3417	NP_112025.1
3418	NP_112026.1
3419	NP_112028.1
3420	NP_112024.1
3421	AAF00062.1
3422	AAF00066.1
3423	AAF00061.1
3424	AAF00059.1
3425	AAF00060.1
3426	AAF00063.1
3427	AAF00064.1
3428	AAF00065.1
3429	AAF00067.1
3430	NP_040303.1
3431	NP_040304.1
3432	NP_040297.1
3433	NP_040302.1
3434	NP_040301.1
3435	NP_040298.1
3436	NP_040296.1
3437	NP_040300.1
3438	NP_040299.1
3439	ACJ35492.1
3440	ACJ35487.1
3441	ACJ35486.1
3442	ACJ35490.1
3443	ACJ35485.1
3444	ACJ35491.1
3445	ACJ35489.1
3446	ACJ35483.1
3447	ACJ35484.1
3448	ACJ35488.1
3449	AFY13306.1
3450	AFY13308.1
3451	AFY13307.1
3452	AFY13309.1
3453	AFY13310.1
3454	AFY13312.1
3455	AFY13314.1
3456	AFY13305.1
3457	AFY13311.1
3458	AFY13313.1
3459	AAW56714.1
3460	AAW56714.1
3461	AAW56714.1
3462	AAW56714.1
3463	AAW56714.1
3464	AAW56714.1
3465	AAW56714.1
3466	AAW56714.1
3467	AAW56714.1
3468	AAW56714.1
3469	ABV46057.2
3470	ABV46057.2
3471	ABV46057.2
3472	ABV46057.2
3473	ABV46057.2
3474	ABV46057.2
3475	ABV46057.2
3476	ABV46057.2
3477	ABV46057.2
3478	ABV46057.2
3479	ABV46120.2
3480	ABV46120.2
3481	ABV46120.2
3482	ABV46120.2
3483	ABV46120.2
3484	ABV46120.2
3485	ABV46120.2
3486	ABV46120.2
3487	ABV46120.2
3488	ABV46120.2
3489	NP_859041.1
3490	NP_859040.1
3491	NP_859039.1
3492	YP_581749.1
3493	YP_581750.1
3494	NP_859038.1
3495	NP_859034.1
3496	NP_859037.1
3497	NP_859036.1
3498	NP_859035.1
3499	NP_056663.1
3500	NP_056657.1
3501	NP_056659.1
3502	NP_056658.1
3503	NP_056661.1
3504	NP_056662.1
3505	NP_056664.1
3506	NP_056665.1
3507	NP_056666.1
3508	YP_419283.1
3509	AAP22104.1
3510	AAP22112.1
3511	AAP22105.1
3512	AAP22107.1
3513	AAP22111.1
3514	AAP22113.1
3515	AAP22108.1
3516	AAP22106.1
3517	AAP22109.1
3518	AAP22110.1
3519	ADH95737.1
3520	ADH95737.1
3521	ADH95737.1
3522	ADH95737.1
3523	ADH95737.1
3524	ADH95737.1
3525	ADH95737.1
3526	ADH95737.1
3527	ADH95737.1
3528	ADH95737.1
3529	CAF05792.1
3530	CAF05786.1
3531	CAF05791.1
3532	CAF05787.1
3533	CAF05788.1
3534	CAF05789.1
3535	CAF05784.1
3536	CAF05783.1
3537	CAF05785.1
3538	CAF05790.1
3539	CAF05700.1
3540	CAF05698.1
3541	CAF05696.1
3542	CAF05692.1
3543	CAF05694.1
3544	CAF05701.1
3545	CAF05695.1
3546	CAF05699.1
3547	CAF05693.1
3548	CAF05697.1
3549	NP_604440.1
3550	NP_604437.1
3551	NP_604434.1
3552	NP_604436.1
3553	NP_604433.1
3554	NP_604442.1
3555	NP_604439.1
3556	NP_604438.1
3557	NP_604435.1
3558	NP_604441.1
3559	AAL89406.1
3560	AAL89409.1
3561	AAL89405.1
3562	AAL89404.1
3563	AAL89403.1
3564	AAL89402.1
3565	AAL89407.1
3566	AAL89401.1
3567	AAL89400.1
3568	AAL89408.1
3569	NP_046804.1
3570	NP_046804.1
3571	NP_046804.1
3572	NP_046804.1
3573	NP_046804.1
3574	NP_046804.1
3575	NP_046804.1
3576	NP_046804.1
3577	NP_046804.1
3578	NP_046804.1
3579	ABK54353.1
3580	ABK54353.1
3581	ABK54353.1
3582	ABK54353.1
3583	ABK54353.1
3584	ABK54353.1
3585	ABK54353.1
3586	ABK54353.1
3587	ABK54353.1
3588	ABK54353.1
3589	BAF63403.1
3590	BAF63403.1
3591	BAF63403.1
3592	BAF63403.1
3593	BAF63403.1
3594	BAF63403.1
3595	BAF63403.1
3596	BAF63403.1
3597	BAF63403.1
3598	BAF63403.1
3599	ACF60607.1
3600	ACF60607.1
3601	ACF60607.1
3602	ACF60607.1
3603	ACF60607.1
3604	ACF60607.1
3605	ACF60607.1
3606	ACF60607.1
3607	ACF60607.1
3608	ACF60607.1
3609	YP_009227295.1
3610	YP_009227295.1
3611	YP_009227295.1
3612	YP_009227295.1
3613	YP_009227295.1
3614	YP_009227295.1
3615	YP_009227295.1
3616	YP_009227295.1
3617	YP_009227295.1
3618	YP_009227295.1
3619	NP_044595.1
3620	NP_044593.1
3621	NP_044591.1
3622	NP_044596.1
3623	NP_044598.1
3624	NP_044590.1
3625	NP_044589.1
3626	NP_044597.1
3627	NP_044592.1
3628	NP_044594.1
3629	AHW80554.1
3630	AHW80557.1
3631	AHW80559.1
3632	AHW80556.1
3633	AHW80560.1
3634	AHW80555.1
3635	AHW80561.1
3636	AHW80553.1
3637	AHW80562.1
3638	AHW80558.1
3639	NP_057865.1
3640	NP_057861.1
3641	NP_057862.1
3642	NP_057862.1
3643	NP_057865.1
3644	NP_057860.1
3645	NP_057862.1
3646	NP_057863.1
3647	NP_057860.1
3648	NP_057864.1
3649	YP_392497.1
3650	YP_392492.1
3651	YP_392499.1
3652	YP_392491.1
3653	YP_392494.1
3654	YP_392493.1
3655	YP_392490.1
3656	YP_392498.1
3657	YP_392495.1
3658	YP_392500.1
3659	YP_392496.1
3660	NP_047200.1
3661	NP_047200.1
3662	NP_047200.1
3663	NP_047200.1
3664	NP_047200.1
3665	NP_047200.1
3666	NP_047200.1
3667	NP_047200.1
3668	NP_047200.1
3669	NP_047200.1
3670	NP_047200.1
3671	NP_054024.1
3672	NP_054023.1
3673	NP_597797.2
3674	YP_006491241.1
3675	NP_054023.1
3676	YP_006491241.1
3677	NP_054024.1
3678	NP_054024.1
3679	NP_054024.1
3680	NP_054023.1
3681	NP_054024.1
3682	YP_512248.1
3683	YP_512254.1
3684	YP_512245.1
3685	YP_512244.1
3686	YP_512249.1
3687	YP_512253.1
3688	YP_512252.1
3689	YP_512246.1
3690	YP_512251.1
3691	YP_512247.1
3692	YP_512250.1
3693	AGG22541.1
3694	AGG22546.1
3695	AGG22550.1
3696	AGG22547.1
3697	AGG22548.1
3698	AGG22542.1
3699	AGG22543.1
3700	AGG22540.1
3701	AGG22545.1
3702	AGG22544.1
3703	AGG22549.1
3704	AGH58721.1
3705	AGH58724.1
3706	AGH58719.1
3707	AGH58718.1
3708	AGH58722.1
3709	AGH58715.1
3710	AGH58720.1
3711	AGH58723.1
3712	AGH58717.1
3713	AGH58725.1
3714	AGH58716.1
3715	AFV09328.1
3716	AFS88939.1
3717	AFS88941.1
3718	AFS88943.1
3719	AFS88937.1
3720	AFS88940.2
3721	AFV09327.1
3722	AFS88936.1
3723	AFS88942.1
3724	AFS88944.1
3725	AFS88938.1
3726	YP_002956074.1
3727	YP_002956074.1
3728	YP_002956074.1
3729	YP_002956074.1
3730	YP_002956074.1
3731	YP_002956074.1
3732	YP_002956074.1
3733	YP_002956074.1
3734	YP_002956074.1
3735	YP_002956074.1
3736	YP_002956074.1
3737	YP_002956075.1
3738	YP_002956075.1
3739	YP_002956075.1
3740	YP_002956075.1
3741	YP_002956075.1
3742	YP_002956075.1
3743	YP_002956075.1
3744	YP_002956075.1
3745	YP_002956075.1
3746	YP_002956075.1
3747	YP_002956075.1
3748	YP_002956076.1
3749	YP_002956076.1
3750	YP_002956076.1
3751	YP_002956076.1
3752	YP_002956076.1
3753	YP_002956076.1
3754	YP_002956076.1
3755	YP_002956076.1
3756	YP_002956076.1
3757	YP_002956076.1
3758	YP_002956076.1
3759	YP_002956072.1
3760	YP_002956072.1
3761	YP_002956072.1
3762	YP_002956072.1
3763	YP_002956072.1
3764	YP_002956072.1
3765	YP_002956072.1
3766	YP_002956072.1
3767	YP_002956072.1
3768	YP_002956072.1
3769	YP_002956072.1
3770	AFQ55938.1
3771	AFQ55938.1
3772	AFQ55938.1
3773	AFQ55938.1
3774	AFQ55938.1
3775	AFQ55938.1
3776	AFQ55938.1
3777	AFQ55938.1
3778	AFQ55938.1
3779	AFQ55938.1
3780	AFQ55938.1
3781	ABM21504.1
3782	ABM21504.1
3783	ABM21504.1
3784	ABM21504.1
3785	ABM21504.1
3786	ABM21504.1
3787	ABM21504.1
3788	ABM21504.1
3789	ABM21504.1
3790	ABM21504.1
3791	ABM21504.1
3792	AIE89767.1
3793	AIE89767.1
3794	AIE89767.1
3795	AIE89767.1
3796	AIE89767.1
3797	AIE89767.1
3798	AIE89767.1
3799	AIE89767.1
3800	AIE89767.1
3801	AIE89767.1
3802	AIE89767.1
3803	ABM21510.1
3804	ABM21510.1
3805	ABM21510.1
3806	ABM21510.1
3807	ABM21510.1
3808	ABM21510.1
3809	ABM21510.1
3810	ABM21510.1
3811	ABM21510.1
3812	ABM21510.1
3813	ABM21510.1
3814	CAV31568.1
3815	CAV31568.1
3816	CAV31568.1
3817	CAV31568.1
3818	CAV31568.1
3819	CAV31568.1
3820	CAV31568.1
3821	CAV31568.1
3822	CAV31568.1
3823	CAV31568.1
3824	CAV31568.1
3825	BAE20393.1
3826	BAE20393.1
3827	BAE20393.1
3828	BAE20393.1
3829	BAE20393.1
3830	BAE20393.1
3831	BAE20393.1
3832	BAE20393.1
3833	BAE20393.1
3834	BAE20393.1
3835	BAE20393.1
3836	ABM21517.1
3837	ABM21517.1
3838	ABM21517.1
3839	ABM21517.1
3840	ABM21517.1
3841	ABM21517.1
3842	ABM21517.1
3843	ABM21517.1
3844	ABM21517.1
3845	ABM21517.1
3846	ABM21517.1
3847	BAL14292.1
3848	BAL14292.1
3849	BAL14292.1
3850	BAL14292.1
3851	BAL14292.1
3852	BAL14292.1
3853	BAL14292.1
3854	BAL14292.1
3855	BAL14292.1
3856	BAL14292.1
3857	BAL14292.1
3858	AJC11330.1
3859	AJC11330.1
3860	AJC11330.1
3861	AJC11330.1
3862	AJC11330.1
3863	AJC11330.1
3864	AJC11330.1
3865	AJC11330.1
3866	AJC11330.1
3867	AJC11330.1
3868	AJC11330.1
3869	CAA47944.1
3870	CAA47944.1
3871	CAA47944.1
3872	CAA47944.1
3873	CAA47944.1
3874	CAA47944.1
3875	CAA47944.1
3876	CAA47944.1
3877	CAA47944.1
3878	CAA47944.1
3879	CAA47944.1
3880	CAA63480.1
3881	CAA63480.1
3882	CAA63480.1
3883	CAA63480.1
3884	CAA63480.1
3885	CAA63480.1
3886	CAA63480.1
3887	CAA63480.1
3888	CAA63480.1
3889	CAA63480.1
3890	CAA63480.1
3891	CAA59341.1
3892	CAA59341.1
3893	CAA59341.1
3894	CAA59341.1
3895	CAA59341.1
3896	CAA59341.1
3897	CAA59341.1
3898	CAA59341.1
3899	CAA59341.1
3900	CAA59341.1
3901	CAA59341.1
3902	CAE12177.1
3903	CAE12177.1
3904	CAE12177.1
3905	CAE12177.1
3906	CAE12177.1
3907	CAE12177.1
3908	CAE12177.1
3909	CAE12177.1
3910	CAE12177.1
3911	CAE12177.1
3912	CAE12177.1
3913	CAA54783.1
3914	CAA54783.1
3915	CAA54783.1
3916	CAA54783.1
3917	CAA54783.1
3918	CAA54783.1
3919	CAA54783.1
3920	CAA54783.1
3921	CAA54783.1
3922	CAA54783.1
3923	CAA54783.1
3924	AAQ73076.1
3925	AAQ73076.1
3926	AAQ73076.1
3927	AAQ73076.1
3928	AAQ73076.1
3929	AAQ73076.1
3930	AAQ73076.1
3931	AAQ73076.1
3932	AAQ73076.1
3933	AAQ73076.1
3934	AAQ73076.1
3935	AAQ73077.1
3936	AAQ73077.1
3937	AAQ73077.1
3938	AAQ73077.1
3939	AAQ73077.1
3940	AAQ73077.1
3941	AAQ73077.1
3942	AAQ73077.1
3943	AAQ73077.1
3944	AAQ73077.1
3945	AAQ73077.1
3946	AAQ73078.1
3947	AAQ73078.1
3948	AAQ73078.1
3949	AAQ73078.1
3950	AAQ73078.1
3951	AAQ73078.1
3952	AAQ73078.1
3953	AAQ73078.1
3954	AAQ73078.1
3955	AAQ73078.1
3956	AAQ73078.1
3957	AAQ73079.1
3958	AAQ73079.1
3959	AAQ73079.1
3960	AAQ73079.1
3961	AAQ73079.1
3962	AAQ73079.1
3963	AAQ73079.1
3964	AAQ73079.1
3965	AAQ73079.1
3966	AAQ73079.1
3967	AAQ73079.1
3968	AAQ73080.1
3969	AAQ73080.1
3970	AAQ73080.1
3971	AAQ73080.1
3972	AAQ73080.1
3973	AAQ73080.1
3974	AAQ73080.1
3975	AAQ73080.1
3976	AAQ73080.1
3977	AAQ73080.1
3978	AAQ73080.1
3979	AAQ73081.1
3980	AAQ73081.1
3981	AAQ73081.1
3982	AAQ73081.1
3983	AAQ73081.1
3984	AAQ73081.1
3985	AAQ73081.1
3986	AAQ73081.1
3987	AAQ73081.1
3988	AAQ73081.1
3989	AAQ73081.1
3990	AAQ73082.1
3991	AAQ73082.1
3992	AAQ73082.1
3993	AAQ73082.1
3994	AAQ73082.1
3995	AAQ73082.1
3996	AAQ73082.1
3997	AAQ73082.1
3998	AAQ73082.1
3999	AAQ73082.1
4000	AAQ73082.1
4001	AAQ73083.1
4002	AAQ73083.1
4003	AAQ73083.1
4004	AAQ73083.1
4005	AAQ73083.1
4006	AAQ73083.1
4007	AAQ73083.1
4008	AAQ73083.1
4009	AAQ73083.1
4010	AAQ73083.1
4011	AAQ73083.1
4012	AAQ73084.1
4013	AAQ73084.1
4014	AAQ73084.1
4015	AAQ73084.1
4016	AAQ73084.1
4017	AAQ73084.1
4018	AAQ73084.1
4019	AAQ73084.1
4020	AAQ73084.1
4021	AAQ73084.1
4022	AAQ73084.1
4023	AAQ73085.1
4024	AAQ73085.1
4025	AAQ73085.1
4026	AAQ73085.1
4027	AAQ73085.1
4028	AAQ73085.1
4029	AAQ73085.1
4030	AAQ73085.1
4031	AAQ73085.1
4032	AAQ73085.1
4033	AAQ73085.1
4034	AAQ73086.1
4035	AAQ73086.1
4036	AAQ73086.1
4037	AAQ73086.1
4038	AAQ73086.1
4039	AAQ73086.1
4040	AAQ73086.1
4041	AAQ73086.1
4042	AAQ73086.1
4043	AAQ73086.1
4044	AAQ73086.1
4045	AAQ73087.1
4046	AAQ73087.1
4047	AAQ73087.1
4048	AAQ73087.1
4049	AAQ73087.1
4050	AAQ73087.1
4051	AAQ73087.1
4052	AAQ73087.1
4053	AAQ73087.1
4054	AAQ73087.1
4055	AAQ73087.1
4056	AAQ73088.1
4057	AAQ73088.1
4058	AAQ73088.1
4059	AAQ73088.1
4060	AAQ73088.1
4061	AAQ73088.1
4062	AAQ73088.1
4063	AAQ73088.1
4064	AAQ73088.1
4065	AAQ73088.1
4066	AAQ73088.1
4067	AAQ73089.1
4068	AAQ73089.1
4069	AAQ73089.1
4070	AAQ73089.1
4071	AAQ73089.1
4072	AAQ73089.1
4073	AAQ73089.1
4074	AAQ73089.1
4075	AAQ73089.1
4076	AAQ73089.1
4077	AAQ73089.1
4078	AAQ73090.1
4079	AAQ73090.1
4080	AAQ73090.1
4081	AAQ73090.1
4082	AAQ73090.1
4083	AAQ73090.1
4084	AAQ73090.1
4085	AAQ73090.1
4086	AAQ73090.1
4087	AAQ73090.1
4088	AAQ73090.1
4089	AAQ73091.1
4090	AAQ73091.1
4091	AAQ73091.1
4092	AAQ73091.1
4093	AAQ73091.1
4094	AAQ73091.1
4095	AAQ73091.1
4096	AAQ73091.1
4097	AAQ73091.1
4098	AAQ73091.1
4099	AAQ73091.1
4100	AAQ73092.1
4101	AAQ73092.1
4102	AAQ73092.1
4103	AAQ73092.1
4104	AAQ73092.1
4105	AAQ73092.1
4106	AAQ73092.1
4107	AAQ73092.1
4108	AAQ73092.1
4109	AAQ73092.1
4110	AAQ73092.1
4111	AAQ73093.1
4112	AAQ73093.1
4113	AAQ73093.1
4114	AAQ73093.1
4115	AAQ73093.1
4116	AAQ73093.1
4117	AAQ73093.1
4118	AAQ73093.1
4119	AAQ73093.1
4120	AAQ73093.1
4121	AAQ73093.1
4122	AAQ73094.1
4123	AAQ73094.1
4124	AAQ73094.1
4125	AAQ73094.1
4126	AAQ73094.1
4127	AAQ73094.1
4128	AAQ73094.1
4129	AAQ73094.1
4130	AAQ73094.1
4131	AAQ73094.1
4132	AAQ73094.1
4133	ADM83417.1
4134	ADM83417.1
4135	ADM83417.1
4136	ADM83417.1
4137	ADM83417.1
4138	ADM83417.1
4139	ADM83417.1
4140	ADM83417.1
4141	ADM83417.1
4142	ADM83417.1
4143	ADM83417.1
4144	AAQ73096.1
4145	AAQ73096.1
4146	AAQ73096.1
4147	AAQ73096.1
4148	AAQ73096.1
4149	AAQ73096.1
4150	AAQ73096.1
4151	AAQ73096.1
4152	AAQ73096.1
4153	AAQ73096.1
4154	AAQ73096.1
4155	AAX47033.1
4156	AAX47033.1
4157	AAX47033.1
4158	AAX47033.1
4159	AAX47033.1
4160	AAX47033.1
4161	AAX47033.1
4162	AAX47033.1
4163	AAX47033.1
4164	AAX47033.1
4165	AAX47033.1
4166	ABL61316.1
4167	ABL61316.1
4168	ABL61316.1
4169	ABL61316.1
4170	ABL61316.1
4171	ABL61316.1
4172	ABL61316.1
4173	ABL61316.1
4174	ABL61316.1
4175	ABL61316.1
4176	ABL61316.1
4177	NP_042242.1
4178	NP_042242.1
4179	NP_042242.1
4180	NP_042242.1
4181	NP_042242.1
4182	NP_042242.1
4183	NP_042242.1
4184	NP_042242.1
4185	NP_042242.1
4186	NP_042242.1
4187	NP_042242.1
4188	AHE93351.1
4189	AHE93351.1
4190	AHE93351.1
4191	AHE93351.1
4192	AHE93351.1
4193	AHE93351.1
4194	AHE93351.1
4195	AHE93351.1
4196	AHE93351.1
4197	AHE93351.1
4198	AHE93351.1
4199	BAG70422.1
4200	BAG70422.1
4201	BAG70422.1
4202	BAG70422.1
4203	BAG70422.1
4204	BAG70422.1
4205	BAG70422.1
4206	BAG70422.1
4207	BAG70422.1
4208	BAG70422.1
4209	BAG70422.1
4210	ABU41836.1
4211	ABU41836.1
4212	ABU41836.1
4213	ABU41836.1
4214	ABU41836.1
4215	ABU41836.1
4216	ABU41836.1
4217	ABU41836.1
4218	ABU41836.1
4219	ABU41836.1
4220	ABU41836.1
4221	AGA18497.1
4222	AGA18497.1
4223	AGA18497.1
4224	AGA18497.1
4225	AGA18497.1
4226	AGA18497.1
4227	AGA18497.1
4228	AGA18497.1
4229	AGA18497.1
4230	AGA18497.1
4231	AGA18497.1
4232	ADK22846.1
4233	ADK22846.1
4234	ADK22846.1
4235	ADK22846.1
4236	ADK22846.1
4237	ADK22846.1
4238	ADK22846.1
4239	ADK22846.1
4240	ADK22846.1
4241	ADK22846.1
4242	ADK22846.1
4243	AFR46521.1
4244	AFR46521.1
4245	AFR46521.1
4246	AFR46521.1
4247	AFR46521.1
4248	AFR46521.1
4249	AFR46521.1
4250	AFR46521.1
4251	AFR46521.1
4252	AFR46521.1
4253	AFR46521.1
4254	AFV92903.1
4255	AFV92903.1
4256	AFV92903.1
4257	AFV92903.1
4258	AFV92903.1
4259	AFV92903.1
4260	AFV92903.1
4261	AFV92903.1
4262	AFV92903.1
4263	AFV92903.1
4264	AFV92903.1
4265	NP_653149.1
4266	NP_653149.1
4267	NP_653149.1
4268	NP_653149.1
4269	NP_653149.1
4270	NP_653149.1
4271	NP_653149.1
4272	NP_653149.1
4273	NP_653149.1
4274	NP_653149.1
4275	NP_653149.1
4276	YP_003896062.1
4277	YP_003896059.1
4278	YP_003896063.1
4279	YP_003896067.1
4280	YP_003896061.1
4281	YP_003896058.1
4282	YP_003896066.1
4283	YP_003896068.1
4284	YP_003896065.1
4285	YP_003896060.1
4286	YP_003896064.1
4287	NP_671491.1
4288	NP_671491.1
4289	NP_671491.1
4290	NP_671491.1
4291	NP_671491.1
4292	NP_671491.1
4293	NP_671491.1
4294	NP_671491.1
4295	NP_671491.1
4296	NP_803170.1
4297	NP_671491.1
4298	YP_001469630.1
4299	YP_001469630.1
4300	YP_001469630.1
4301	YP_001469630.1
4302	YP_001469630.1
4303	YP_001469630.1
4304	YP_001469630.1
4305	YP_001469630.1
4306	YP_001469630.1
4307	YP_001469630.1
4308	YP_009272619.1
4309	YP_001469632.1
4310	YP_001469632.1
4311	YP_009272634.1
4312	YP_001469632.1
4313	YP_001469632.1
4314	YP_001469632.1
4315	YP_001469632.1
4316	YP_001469632.1
4317	YP_001469632.1
4318	YP_001469632.1
4319	YP_001469632.1
4320	YP_009272646.1
4321	YP_001469633.1
4322	YP_001469633.1
4323	YP_001469633.1
4324	YP_001469633.1
4325	YP_001469633.1
4326	YP_001469633.1
4327	YP_001469633.1
4328	YP_001469633.1
4329	YP_001469633.1
4330	YP_001469633.1
4331	YP_001469634.1
4332	YP_001469634.1
4333	YP_001469634.1
4334	YP_001469634.1
4335	YP_009272658.1
4336	YP_001469634.1
4337	YP_001469634.1
4338	YP_001469634.1
4339	YP_001469634.1
4340	YP_001469634.1
4341	YP_001469634.1
4342	NP_620108.1
4343	NP_620108.1
4344	NP_620108.1
4345	NP_620108.1
4346	NP_620108.1
4347	NP_620108.1
4348	NP_620108.1
4349	NP_620108.1
4350	NP_620108.1
4351	NP_620108.1
4352	NP_620108.1
4353	CBI67300.1
4354	ADH29804.1
4355	ADH29798.1
4356	CBI67304.1
4357	CBI67303.1
4358	CBI67301.1
4359	CBI67298.1
4360	CBI67302.1
4361	CBI67299.1
4362	ADH29801.1
4363	ADH29800.1
